Influencer ID,Influencer Name,Username,Follower Count,Following Count,Total Posts,Average Likes per Post,Average Comments per Post,Engagement Rate (%),Post Type,Hashtags Used,Post Reach,Post Impressions,Story Views,Sponsorship Deals,Brand Collaborations,Country,Content Category,Verified Account,Monetization Status
INF1278,Emily Davis,isabella_thomas55,2790580,755,1565,146174,10273,5.61,Video,"#fashion, #foodie, #instagood",1618856,2164460,,14,38,Germany,Beauty,No,Inactive
INF6090,Daniel Martinez,ethan_white43,4661548,687,2784,146013,8062,3.31,Video,"#fitness, #love",2208152,3220912,,4,39,UK,Tech,Yes,Active
INF1828,Daniel Martinez,james_anderson90,3151039,823,2916,191155,10806,6.41,Photo,#love,1069336,1670616,,2,2,France,Gaming,No,Active
INF3127,Olivia Taylor,david_smith38,4801297,654,1694,432788,31363,9.67,Photo,"#love, #gaming",1585636,2258867,,13,49,France,Beauty,Yes,Active
INF6101,Ethan White,daniel_martinez28,4253405,948,4466,120320,6269,2.98,Video,"#beauty, #travel",1518943,2279931,,17,41,Canada,Music,Yes,Active
INF1692,James Anderson,alice_johnson15,4629173,753,1333,66001,2382,1.48,Story,#love,1422198,1965072,658448,3,7,USA,Beauty,Yes,Active
INF1820,Daniel Martinez,sophia_wilson35,3683688,610,1386,365075,16800,10.37,Story,"#beauty, #instagood, #travel",2665450,4077835,1347628,19,15,Canada,Fitness,No,Active
INF2589,Ethan White,david_smith66,3412057,854,4185,53519,4661,1.71,Video,#instagood,2590207,4316866,,13,19,France,Beauty,No,Inactive
INF5361,Olivia Taylor,daniel_martinez42,2002492,829,2720,120362,3176,6.17,Video,"#foodie, #gaming, #tech",806253,1564627,,7,37,USA,Fashion,No,Inactive
INF9458,Alice Johnson,daniel_martinez32,4275471,232,3876,371054,23253,9.22,Reel,"#fashion, #fitness, #instagood, #tech",1196748,2287319,,13,29,USA,Tech,Yes,Inactive
INF8904,Michael Brown,david_smith98,3033432,465,2897,48544,2950,1.7,Video,"#gaming, #love, #foodie",801896,1061071,,1,44,Australia,Gaming,No,Active
INF2265,Emily Davis,david_smith66,4930455,613,1229,83578,2246,1.74,Reel,"#fashion, #fitness, #instagood, #gaming",2789832,4664597,,5,39,India,Comedy,No,Inactive
INF9764,Daniel Martinez,alice_johnson84,2332215,698,645,216377,20237,10.15,Photo,"#love, #gaming",1735796,3222863,,1,3,India,Fitness,Yes,Inactive
INF5955,David Smith,david_smith23,3158834,895,4914,244030,7625,7.97,Story,"#love, #fashion, #travel, #foodie, #instagood",2270594,4523162,1073571,16,14,Germany,Music,No,Active
INF6015,James Anderson,david_smith24,4371934,888,1800,155978,14962,3.91,Video,"#beauty, #tech, #fashion, #foodie",2108335,3579619,,14,46,France,Comedy,No,Active
INF3705,Sophia Wilson,olivia_taylor50,2101864,651,1779,56561,2753,2.82,Photo,#instagood,890880,1431146,,3,27,Germany,Beauty,Yes,Active
INF5231,Olivia Taylor,michael_brown51,4861556,572,891,178031,8644,3.84,Story,"#tech, #beauty, #music, #fashion",3453102,5970900,1504001,3,17,Germany,Fashion,Yes,Active
INF7344,Alice Johnson,daniel_martinez39,615609,252,3949,58602,3275,10.05,Reel,"#fitness, #foodie, #instagood, #love, #gaming",145032,183398,,0,47,Brazil,Food,Yes,Inactive
INF9380,Ethan White,emily_davis21,87274,709,989,466,30,0.57,Reel,"#instagood, #love, #travel",49368,91000,,15,23,Germany,Beauty,No,Active
INF9546,Sophia Wilson,sophia_wilson58,835022,104,601,56826,2046,7.05,Photo,"#music, #instagood",528317,694474,,12,8,USA,Fitness,No,Inactive
INF5341,James Anderson,michael_brown12,614793,89,1290,53692,1243,8.94,Video,"#foodie, #love",437022,861566,,8,39,Italy,Comedy,Yes,Active
INF8289,Emily Davis,olivia_taylor31,4376966,774,2063,69414,2028,1.63,Photo,"#travel, #love, #music",2766457,4447759,,14,44,Australia,Gaming,Yes,Inactive
INF9567,Alice Johnson,olivia_taylor47,1319698,639,2150,118481,9805,9.72,Photo,"#travel, #love, #instagood, #fashion",301325,560897,,1,5,Brazil,Tech,Yes,Inactive
INF7720,Emily Davis,isabella_thomas25,3797991,949,4979,103939,5544,2.88,Photo,#instagood,2341058,4594165,,12,15,Brazil,Travel,Yes,Active
INF4226,Alice Johnson,michael_brown41,4928415,721,3534,159946,9185,3.43,Photo,"#foodie, #instagood, #music, #travel",3293100,4312175,,3,16,USA,Tech,Yes,Active
INF9250,Alice Johnson,alice_johnson51,488079,573,1802,12733,844,2.78,Video,"#love, #music, #travel, #tech",199161,240566,,12,5,Canada,Fitness,Yes,Active
INF1265,Emily Davis,ethan_white74,3162337,921,715,124709,7564,4.18,Story,"#foodie, #fitness, #tech",1675471,2705424,860547,10,28,France,Tech,Yes,Active
INF1348,Emily Davis,isabella_thomas36,359263,948,654,28053,2692,8.56,Story,"#instagood, #beauty, #tech",122995,175954,72694,13,14,France,Fashion,No,Inactive
INF8187,Emily Davis,alice_johnson84,48605,188,1484,1204,55,2.59,Photo,#fashion,28439,47944,,8,50,USA,Photography,Yes,Active
INF4160,James Anderson,ethan_white54,4063020,404,3390,285903,21614,7.57,Video,#travel,2828440,3777657,,15,7,Germany,Travel,Yes,Inactive
INF9300,Ethan White,isabella_thomas49,4958564,654,400,436175,15020,9.1,Reel,"#fitness, #love",1305237,1969072,,7,29,Canada,Music,No,Inactive
INF7345,Ethan White,james_anderson89,3961913,643,4780,81965,6091,2.22,Photo,"#foodie, #music",1480094,2689223,,12,31,India,Tech,No,Inactive
INF5066,Emily Davis,emily_davis40,224381,624,2045,7295,545,3.49,Reel,"#foodie, #fitness",134778,180566,,14,25,Germany,Music,Yes,Inactive
INF8896,Olivia Taylor,daniel_martinez89,869009,356,1469,48520,4641,6.12,Reel,"#gaming, #fitness, #beauty, #foodie",221434,353457,,16,20,Italy,Food,No,Active
INF5286,Daniel Martinez,emily_davis69,300614,792,4431,10322,208,3.5,Video,"#gaming, #instagood, #love, #fitness",126493,238771,,20,23,Canada,Travel,No,Inactive
INF1458,Olivia Taylor,ethan_white13,2824624,57,2355,139263,9336,5.26,Reel,"#travel, #love",1032882,1582096,,12,0,Japan,Music,No,Active
INF1754,Isabella Thomas,emily_davis45,4602546,529,1110,128849,7090,2.95,Story,#fitness,3664607,7161997,1938707,7,34,USA,Comedy,Yes,Inactive
INF9586,Isabella Thomas,emily_davis20,3639571,474,3903,325427,27868,9.71,Reel,"#beauty, #fitness, #music",998687,1433779,,0,7,France,Photography,Yes,Active
INF7245,Ethan White,ethan_white81,2735215,428,3735,137078,3566,5.14,Story,#fashion,2087864,2792095,1195341,18,39,India,Travel,Yes,Active
INF1130,Ethan White,alice_johnson43,733871,820,4583,40730,1514,5.76,Story,#music,518548,634294,247838,10,41,Italy,Tech,No,Inactive
INF5682,Alice Johnson,david_smith43,3495999,596,3365,181101,12809,5.55,Photo,"#instagood, #gaming, #foodie, #tech",1212742,2125005,,2,47,France,Gaming,No,Inactive
INF5789,James Anderson,daniel_martinez28,4481355,781,4675,26200,1839,0.63,Video,"#gaming, #fashion, #foodie, #fitness",1124288,2051957,,14,34,India,Gaming,Yes,Active
INF5971,James Anderson,sophia_wilson86,4784135,475,2711,313981,8837,6.75,Photo,"#gaming, #fitness, #travel, #music",3778723,7378628,,11,12,Japan,Photography,Yes,Active
INF5403,Ethan White,james_anderson13,4992658,993,4255,185969,5198,3.83,Photo,#foodie,2373847,3526563,,14,19,Japan,Gaming,No,Active
INF4527,David Smith,ethan_white88,2546968,657,493,136084,10549,5.76,Photo,#fitness,830971,1101389,,7,50,France,Beauty,Yes,Active
INF9779,James Anderson,michael_brown27,2240771,581,4912,111880,2655,5.11,Story,"#gaming, #foodie, #beauty",509583,689658,355771,4,9,UK,Photography,No,Active
INF7312,Alice Johnson,olivia_taylor81,2548767,798,1890,163234,15331,7.01,Photo,"#fashion, #travel, #love, #beauty",1633957,2891291,,3,31,Brazil,Fashion,No,Inactive
INF8097,Olivia Taylor,michael_brown39,498059,830,3974,36608,1051,7.56,Story,"#travel, #fashion",271746,423962,132776,10,11,Italy,Music,No,Inactive
INF4527,Sophia Wilson,michael_brown13,2250464,104,3139,97033,6333,4.59,Story,"#gaming, #fitness, #tech",1706665,2836716,1022773,4,42,Italy,Fitness,No,Inactive
INF4175,Sophia Wilson,michael_brown38,4535733,195,4865,174086,16647,4.21,Story,"#travel, #foodie, #instagood, #fashion, #music",952669,1824626,482854,18,38,France,Food,Yes,Inactive
INF2298,Michael Brown,emily_davis23,4120044,814,710,384332,17255,9.75,Story,"#gaming, #foodie, #fitness",1298167,1850811,610265,5,41,Japan,Comedy,Yes,Inactive
INF9310,James Anderson,david_smith93,3610819,123,3143,31492,3052,0.96,Video,"#beauty, #tech, #love, #instagood, #travel",950398,1874155,,3,49,Italy,Photography,No,Inactive
INF5776,Michael Brown,sophia_wilson98,4292755,430,4999,41210,3380,1.04,Video,"#tech, #music",1210757,1622359,,16,25,France,Fitness,No,Inactive
INF7711,David Smith,james_anderson57,4527081,301,3356,51571,2293,1.19,Photo,"#foodie, #love",1897408,3784689,,12,33,France,Fitness,Yes,Active
INF2941,Isabella Thomas,alice_johnson26,4905551,466,3136,124933,5047,2.65,Reel,"#music, #instagood, #beauty",1517782,2793806,,18,12,France,Comedy,Yes,Inactive
INF9926,Olivia Taylor,james_anderson15,1084623,899,1383,22568,886,2.16,Photo,"#travel, #foodie, #music, #tech, #gaming",528691,657280,,9,8,Italy,Fashion,Yes,Active
INF8626,James Anderson,daniel_martinez19,2258392,292,905,93284,7293,4.45,Story,"#love, #fitness",1138138,1922660,586483,2,24,USA,Beauty,No,Active
INF8010,Alice Johnson,david_smith18,1982389,756,430,82340,3516,4.33,Story,"#instagood, #travel, #music, #fitness",1418421,2579867,544165,4,41,Italy,Photography,Yes,Inactive
INF9132,James Anderson,alice_johnson96,1215592,558,2313,92576,2136,7.79,Story,"#gaming, #music, #foodie",306582,374721,150633,14,37,Canada,Food,Yes,Active
INF2323,James Anderson,michael_brown92,3237168,624,4627,274638,19630,9.09,Video,"#travel, #tech",1924949,2863470,,10,39,India,Photography,No,Inactive
INF1088,Olivia Taylor,ethan_white98,4757032,158,1118,30197,1783,0.67,Reel,"#tech, #travel",1579437,2592521,,10,12,Canada,Travel,No,Inactive
INF9654,Ethan White,isabella_thomas93,1063408,645,1092,23939,1451,2.39,Photo,"#love, #music",556178,761060,,8,23,Brazil,Travel,Yes,Inactive
INF4809,James Anderson,david_smith87,3706672,769,4524,129420,8338,3.72,Reel,#travel,1545574,3080720,,13,24,India,Comedy,Yes,Inactive
INF2735,Olivia Taylor,james_anderson38,2747068,858,4861,139632,10094,5.45,Reel,#foodie,2064851,2971429,,19,8,UK,Comedy,No,Active
INF2349,Michael Brown,isabella_thomas23,1039147,418,2425,75629,1603,7.43,Video,#instagood,714688,918491,,13,15,UK,Food,No,Active
INF7266,David Smith,emily_davis72,4774436,590,4556,421195,10093,9.03,Video,"#fashion, #travel, #beauty, #tech",1774226,3363206,,2,25,UK,Tech,No,Active
INF9820,Isabella Thomas,david_smith23,1329324,108,2886,131773,8521,10.55,Video,"#foodie, #love, #instagood",750290,1439826,,3,46,Canada,Fashion,No,Inactive
INF6527,Ethan White,michael_brown94,1071267,264,2662,49369,4547,5.03,Story,#fitness,575223,903250,314795,15,5,France,Beauty,Yes,Active
INF9271,Emily Davis,sophia_wilson54,2079732,783,4278,144120,14293,7.62,Reel,"#fitness, #beauty, #fashion, #love, #gaming",862248,1663107,,11,44,Japan,Gaming,Yes,Active
INF2970,James Anderson,michael_brown70,3550592,945,1749,283238,27855,8.76,Photo,"#love, #foodie, #fashion",2334380,3014351,,8,21,India,Tech,Yes,Inactive
INF3517,Ethan White,isabella_thomas91,3527385,828,2592,227260,12568,6.8,Photo,"#fashion, #instagood, #gaming, #travel, #tech",2336485,3465411,,1,42,UK,Fitness,No,Active
INF3524,Olivia Taylor,daniel_martinez73,3491716,539,1983,238891,20290,7.42,Video,"#foodie, #gaming",956603,1775187,,12,15,India,Comedy,Yes,Active
INF5037,Sophia Wilson,david_smith54,1551595,95,2466,28434,2754,2.01,Video,#fashion,641974,1237900,,8,48,Brazil,Photography,No,Active
INF1068,Olivia Taylor,sophia_wilson28,2123940,720,4213,104978,9913,5.41,Photo,"#fitness, #gaming, #travel, #beauty, #love",1116870,2050842,,16,50,Canada,Fitness,Yes,Inactive
INF1609,Alice Johnson,daniel_martinez74,1152548,119,1347,114403,6314,10.47,Story,"#instagood, #love",788133,974041,501290,18,49,India,Travel,No,Active
INF7030,Michael Brown,isabella_thomas47,1349185,731,2430,68997,2787,5.32,Video,"#fitness, #gaming, #tech, #foodie, #music",1040069,1636764,,13,20,UK,Photography,No,Inactive
INF4492,Isabella Thomas,isabella_thomas12,3715464,412,4084,360053,33425,10.59,Video,"#love, #music, #gaming, #fitness",2132781,2916170,,6,13,Germany,Fashion,Yes,Active
INF4634,Emily Davis,michael_brown89,1987449,823,1647,39387,2389,2.1,Video,"#fitness, #music, #travel, #love, #tech",1215322,2265000,,0,27,France,Food,No,Active
INF5598,Daniel Martinez,alice_johnson14,2473927,924,338,72583,1632,3,Video,"#travel, #beauty",1420930,2327291,,3,30,USA,Food,No,Inactive
INF5999,Sophia Wilson,olivia_taylor47,587225,666,1087,18851,909,3.36,Video,"#travel, #instagood, #fashion, #music",327589,516260,,6,0,France,Gaming,No,Inactive
INF7977,James Anderson,alice_johnson15,3442031,480,3468,197491,18933,6.29,Video,"#instagood, #foodie, #fashion, #music",2089678,4152738,,2,41,UK,Tech,No,Inactive
INF6279,David Smith,emily_davis26,4452991,326,4664,91293,3227,2.12,Story,"#foodie, #tech, #travel",2747226,5085163,1829572,10,37,Brazil,Photography,No,Active
INF7330,Olivia Taylor,alice_johnson14,2620727,403,1109,14821,1067,0.61,Video,#beauty,1590061,2056003,,9,41,Germany,Photography,No,Inactive
INF4694,Michael Brown,david_smith86,4419364,125,4455,212093,16784,5.18,Story,"#love, #instagood, #foodie, #fashion",2257650,4496229,740165,4,35,Australia,Fashion,No,Inactive
INF9615,James Anderson,olivia_taylor84,4240206,528,906,288695,22258,7.33,Video,"#instagood, #foodie, #beauty, #fashion",1184789,2300994,,10,29,Italy,Photography,No,Inactive
INF7105,Olivia Taylor,alice_johnson62,2226017,354,1110,185503,15664,9.04,Story,"#music, #beauty, #instagood, #gaming",1261113,1828079,394181,15,30,Australia,Photography,No,Active
INF6756,Alice Johnson,michael_brown45,561675,468,1707,43118,2839,8.18,Story,#music,132269,229595,83783,1,6,UK,Photography,No,Active
INF9593,James Anderson,james_anderson43,2618286,684,1470,151622,8482,6.11,Photo,"#foodie, #beauty, #music, #love, #gaming",687801,952215,,18,38,Japan,Fashion,Yes,Inactive
INF9060,Ethan White,emily_davis15,3658462,691,1101,223162,17436,6.58,Story,"#instagood, #travel, #fitness, #gaming",944207,1228655,465480,7,22,Germany,Food,No,Active
INF1684,Daniel Martinez,olivia_taylor61,1385317,692,4256,86213,3742,6.49,Story,#instagood,331864,476201,156081,17,30,Canada,Comedy,Yes,Active
INF8002,David Smith,michael_brown98,406345,252,659,23098,1565,6.07,Photo,"#foodie, #fashion, #travel, #music, #beauty",140637,271207,,8,8,Brazil,Tech,Yes,Inactive
INF5098,David Smith,michael_brown29,2952535,840,3586,257670,23842,9.53,Story,"#fitness, #gaming, #love, #music, #travel",1634967,2912530,518308,17,29,Canada,Photography,Yes,Active
INF4530,Isabella Thomas,emily_davis25,3694741,196,2331,82752,4892,2.37,Video,"#fashion, #gaming",1006563,1395504,,2,33,Canada,Photography,No,Inactive
INF4628,Olivia Taylor,daniel_martinez51,2485869,574,1442,144724,9124,6.19,Photo,#fitness,922616,1389964,,19,44,USA,Comedy,Yes,Active
INF3744,Sophia Wilson,ethan_white29,2282992,963,2051,36948,1570,1.69,Reel,"#fitness, #gaming, #love, #travel, #foodie",944569,1381092,,16,37,UK,Fashion,Yes,Inactive
INF4053,Emily Davis,james_anderson47,2071467,281,3127,178786,12396,9.23,Reel,"#fitness, #foodie, #gaming, #fashion",759706,1513928,,4,3,Australia,Tech,No,Inactive
INF9916,Daniel Martinez,ethan_white84,4546858,740,4370,292494,17062,6.81,Reel,"#love, #fashion, #tech, #beauty, #fitness",3100734,5238796,,15,20,India,Fitness,Yes,Active
INF3771,Olivia Taylor,michael_brown22,939394,384,938,69268,1772,7.56,Video,#beauty,575809,879029,,12,26,France,Fashion,Yes,Active
INF8712,Daniel Martinez,ethan_white71,2132306,203,4194,36866,2954,1.87,Story,"#travel, #fitness",1246556,1541626,603053,20,34,France,Comedy,No,Inactive
INF3403,Alice Johnson,ethan_white70,3680129,239,2884,304494,15986,8.71,Video,"#instagood, #tech, #fitness, #foodie, #fashion",2046391,3792654,,8,41,USA,Food,Yes,Inactive
INF8063,Sophia Wilson,david_smith99,4315542,981,2858,330215,23247,8.19,Video,"#foodie, #love, #travel, #fashion, #instagood",1301694,2601936,,15,49,Australia,Fashion,No,Inactive
INF4516,Daniel Martinez,daniel_martinez71,1777016,348,4687,158863,7592,9.37,Story,"#tech, #fashion, #fitness",434323,536272,147788,15,24,USA,Travel,Yes,Inactive
INF9012,Michael Brown,sophia_wilson35,1096612,387,2639,42228,1005,3.94,Photo,"#instagood, #music",398682,660285,,14,23,France,Fashion,No,Inactive
INF4131,Sophia Wilson,ethan_white25,1073088,517,958,44867,2705,4.43,Story,"#fashion, #tech",777143,1188364,234619,15,45,Australia,Gaming,No,Active
INF6623,Michael Brown,isabella_thomas86,872970,283,2586,15050,1171,1.86,Reel,"#instagood, #gaming, #fashion, #beauty, #music",645306,1207746,,20,2,India,Beauty,No,Inactive
INF8618,Olivia Taylor,michael_brown58,3859622,760,2815,115167,10460,3.25,Video,"#instagood, #fitness, #love, #travel, #fashion",2000785,3086299,,4,5,Italy,Fitness,No,Inactive
INF5145,Sophia Wilson,sophia_wilson29,48037,454,1348,1457,114,3.27,Story,"#love, #foodie",17434,34013,8567,17,21,France,Photography,No,Inactive
INF9223,James Anderson,sophia_wilson19,360452,79,591,14062,931,4.16,Reel,"#music, #fitness, #foodie",272246,407162,,4,50,Italy,Travel,Yes,Active
INF1700,David Smith,ethan_white61,4126887,93,2836,78613,6034,2.05,Video,"#beauty, #fitness",1476194,2034708,,1,36,Japan,Gaming,No,Inactive
INF4072,Ethan White,daniel_martinez78,1101290,794,4760,88227,5657,8.52,Video,"#beauty, #travel, #gaming, #instagood, #tech",662284,871182,,18,23,India,Music,No,Inactive
INF1342,Emily Davis,olivia_taylor89,623024,314,2556,48552,4173,8.46,Reel,"#travel, #foodie, #beauty",497150,901576,,14,43,Italy,Photography,No,Inactive
INF4357,Daniel Martinez,james_anderson29,454479,232,3252,9697,782,2.31,Video,"#beauty, #love, #music",317074,620569,,19,27,Brazil,Food,No,Inactive
INF6543,David Smith,james_anderson37,2119759,89,2463,163719,14349,8.4,Photo,#music,519585,666572,,5,21,UK,Tech,Yes,Active
INF7469,Alice Johnson,daniel_martinez43,2284857,273,4582,88270,5801,4.12,Video,#fashion,1324302,2574662,,13,26,Brazil,Gaming,No,Inactive
INF5828,Isabella Thomas,sophia_wilson56,4622701,534,732,333173,29978,7.86,Reel,#love,968724,1419453,,15,33,Australia,Fashion,No,Active
INF5444,Alice Johnson,david_smith72,1321785,532,1227,110817,6342,8.86,Video,"#music, #love, #foodie, #gaming",843364,1490601,,17,21,Canada,Fashion,Yes,Active
INF3230,Ethan White,olivia_taylor82,2907819,947,1502,273082,8678,9.69,Reel,"#foodie, #beauty, #gaming, #fashion",1356098,1713073,,12,25,Germany,Gaming,Yes,Active
INF3743,Sophia Wilson,michael_brown49,2346014,856,873,103593,2698,4.53,Reel,"#love, #beauty",880125,1604850,,18,1,Germany,Travel,No,Inactive
INF1217,Olivia Taylor,james_anderson17,718794,516,1161,66193,4099,9.78,Video,"#gaming, #fashion, #music, #travel",432735,656278,,11,46,USA,Tech,No,Inactive
INF9969,Ethan White,alice_johnson42,3782555,865,3895,25743,2049,0.73,Photo,"#fitness, #music",1356642,2099473,,8,11,Canada,Photography,Yes,Active
INF5314,David Smith,olivia_taylor99,609021,161,3954,55691,1784,9.44,Reel,"#gaming, #love, #travel",348365,492252,,8,14,Germany,Fashion,No,Active
INF5224,Isabella Thomas,michael_brown29,2266131,784,2278,147650,2997,6.65,Reel,"#instagood, #foodie, #music",1671106,2497909,,16,1,Canada,Photography,Yes,Active
INF1622,James Anderson,emily_davis99,3435020,945,3033,337297,29438,10.68,Photo,"#love, #music",701053,1240011,,7,22,Japan,Comedy,Yes,Inactive
INF6916,David Smith,alice_johnson37,1755312,632,3306,111602,6155,6.71,Reel,"#gaming, #beauty, #music, #instagood, #fitness",367790,589047,,11,2,India,Music,No,Inactive
INF5398,Emily Davis,isabella_thomas28,2913654,680,4663,124482,6512,4.5,Video,"#fashion, #tech, #beauty",939295,1221181,,3,5,UK,Tech,Yes,Inactive
INF1452,Alice Johnson,michael_brown85,3468399,863,592,203872,8357,6.12,Video,"#foodie, #tech, #music, #fitness, #fashion",763622,1425125,,7,27,Australia,Travel,Yes,Active
INF5843,Alice Johnson,sophia_wilson90,4446368,432,3345,274555,16295,6.54,Photo,"#fashion, #fitness",1919516,2360882,,13,36,Japan,Fitness,No,Active
INF1270,Sophia Wilson,ethan_white35,3321245,185,4366,165459,9905,5.28,Story,#foodie,1155675,1409039,631037,2,37,Italy,Photography,No,Active
INF5203,Ethan White,isabella_thomas55,198569,345,4937,7364,409,3.91,Story,#beauty,112761,181688,50765,20,27,France,Comedy,No,Inactive
